0;0;7500;true;1159,69;150906;82063;22372;37787;
1;10;5000;true;1072,36;142896;80052;19329;35663;
2;50;5000;true;1112,74;171405;97347;20375;39069;
3;100;2000;true;1082,41;213820;124380;22329;48011;
4;500;2000;true;962,67;631977;261810;48094;92613;
5;1000;1500;true;886,82;748392;425707;51301;98736;
6;5000;1500;true;286,49;3178659;2350137;201680;279317;
7;10000;500;true;126,95;7512741;5778491;490467;426294;
8;0;7500;false;1149,99;3736;1203;538;328;
9;10;5000;false;1144,60;6017;2406;415;1103;
10;50;5000;false;1126,38;17644;8770;809;3967;
11;100;2000;false;1106,05;37464;21678;1548;7873;
12;500;2000;false;1004,89;648290;214824;26146;66363;
13;1000;1500;false;972,06;738607;496162;19747;95320;
14;5000;1500;false;169,47;5554767;4787920;92197;353126;
15;10000;500;false;61,92;15797132;13928678;310860;916535;
